text,label
比想象的高大上好多啊…很好吃。,2
从拿到书开始我就已经知道我家的宝贝一定会喜欢的，从文字和图画的色彩上，无一不是孩子们喜欢的。我只看了一本就发现这书里面体现的东西不只是昆虫的知识，其中更为重要的是一种亲情的体现。当砂泥蜂自己要产卵的时候才真正的明白自己的妈妈为什么在自己还是幼虫的时候不在自己的身边，一切都因为爱，为了保护自己的安全。现在的孩子都太自私了，多看看这样的书，家长多讲讲故事里的喻意，给孩子思考一下吧。,2
"我要的米线,全都给做的土豆粉,很不满意,对配送比较满意。",0
我们一家厦门四日游的最后一天就是选择了这家酒店，简直后悔死了。 先说交通，酒店有自己的码头，不过一小时只有一班船，错过就得苦等。而且码头也很简陋，我们一家有老有小，每次上下船都得小心翼翼。 再说环境，我们订的是豪华房，跑进去一看：里面的设施陈旧，衣柜的门很难关上，地板没扫干净。最要命的是空调只能制冷，浴室没有浴霸。大冬天的，岛上还比市区要低1－2度。打开水龙头，水是黄的，热水也很小，不要说洗澡，洗个脸都勉强。拉开窗帘，外面是一片工地！住在酒店里，心比天气还要冷...喜欢清静的人大概会喜欢这里，因为除了总台有2个人，其他工作人员基本难得一见，所以要什么都得自己想办法。本来想打个市话，结果告诉我开通市话要10元／天，晕！我就打个问讯电话，还是用手机吧！,1
本本散热比较差，开着游戏时温度直上80，这个要命！！ 还有就是电池严重缩水，续航时间就1个小时过点！,1
正愁不知道如何同孩子沟通学习问题时，朋友推荐了这本书！当我细细的品味内容时，突然发现很多反而的例子都是我小时候经历过的，很庆幸地是，我目前还没有被那些反例引着走，也可以说我孩子是幸运的！一句话，有很多种说法，但每种说法、语气所表现出来的意思和味道都不一样了，本书中正例和反例相比较，让你学会“说话”我已阅读二遍了，第二遍主要任务在于把书给读薄了，便与第三次的阅读！,2
不知道说了些什么从个案得出结论韩国人居然是这样的逻辑推理能力大家还是把钱节约起来买几本更有益的书吧相信我,1
"服务蛮差的,房间说是豪华其实也很一般...",1
随机附送的恢复光盘什么的都没有了，只有电源适配器和一个光驱托架。其实电脑都卖了，完全可以送一套恢复光盘的啊。 还有就是内存太小，运行VISTA有些慢，必须要自己加内存了。硬盘也稍显得小些。,1
看了大家的评论后买的，可书拿回来后孩子不太感兴趣，给他讲也是总心不在焉，等他大点再看吧。,1
好几次拿起这本书，只读了开篇的十个约定就再也读不下去了，眼泪每次都充盈了眼眶。真是让人感动的约定，这十个约定不仅仅是“我”和狗狗的约定，也是亲人间对爱的渴望和追求。终于还是继续读了下去，作者文笔清新自然，仿佛身边的一个朋友在娓娓道来自己的故事。翻译的文笔也很流畅，看得出来是带着感情翻译的，所以很有感染力。是一本值得收藏的好书，将来读给我家宝宝听。,2
"原味奶茶没加椰果,而且上面的封模破了",0
还行吧，份量挺大，就是煎饼里的油条都蔫了。整个煎饼被挤成了一坨…,0
对小孩子很有用，可对于我，我想是买错书了。“大学生朋友”指的是年纪大一写的学生例如高中生，初中生，而不是大学生。当当的服务还是很好的，赞一个。,1
送餐将近两个小时，太慢,0
面不知道是什么时候做的，送过来整个一坨面块，能吃么？！,0
这本书刚拿到，就被同事抢去看了，第二天就还给我了，惊讶！原来她熬了一个晚上就一口气看完了。。。。还和我交流了半天。自己看完后，觉得挺有感触的，里面的一些故事都好像发生过，很有感触。总的来说，是一本不错的职场工具书,1
太难吃了。鱼头泡饼咸死了,0
雷声大雨点小，想给小孩买些好书，发现这本评价好，结果发现垃圾，根本不是那么回事，6角钱一页，绝对的不值！,1
非常漂亮！！运行速度很快！！值得推荐！！！ 就是键盘不耐脏！！！！,2
"炒面还好。回锅肉太肥,米饭太硬",0
卡超级快就送到了谢谢谢谢,2
不好吃。分量少。送货太慢。,0
"基本没羊肉,备注都不看的嘛,⋯⋯,全是香菜,⋯⋯,我过敏啊！",0
饺子太难吃了，再也不定了。,0
光盘发现有裂痕，无法使用，已联系当当客服中心申请换货，应该是14号连同书一起寄回当当客户部的，但到现在还没消息，请当当确认尽快发货,1
最后调整到新翼楼，是他们新装修的楼层。 还算不错的，浴室面积很大，早餐比较丰富，但是挺贵的：）,2
"鸭蛋都没拨壳,什么情况,太无语了,头一次吃鸭黄肉丝粥附赠蛋壳的",0
我点的菜打印出来显示81.5却收了我102。送餐的说是给他们的价格。感觉不好。,0
答应下午来给我送发票，人呢,0
我是12月20几号在珠江花园酒店住了几天，感觉还不错，出门就可以到海边，不过下午饿了，酒店没有什么吃的，出去外面也都还没有营业，感觉挺不舒服的，但是此酒店在来看来还是蛮ok的，相对这个时间，价格还不错，也像前面说的房间不够大，尤其是阳台太小。 不过下次我应该还会考虑入住这间酒店。 补充点评 2008年1月1日 ： 不知道为什么我给的4分，跳成5分了，补充一点，这间酒店我只评4分。,2
"11点定的餐，13点送到，你们还能再慢吗？？！,送餐人员态度差",0
太慢了，口味对我来说是一般。,0
"很快，包装也很干净,就是太多汤了，吃的时候好麻烦",2
"严重超时,咖啡都洒了",0
鱼香肉丝不是那么正宗啊，味道好平淡。。。,0
拌菜用的调味汁都没给，以后注意吧,0
这个作者本身屁都不懂，写点虚得要死的东东，骗大家眼球。唉，损害中医的形象，建议大家不要买，俺买了后有相当的上当感觉,1
非常好，快递小哥很辛苦，赞一个！,2
很好吃，密封紧密,2
"到现在了还送不来,电话也没人接,我是在评论8月14日的订单",0
1、样子还算漂亮； 2、性价比还算是比较高的； 3、屏幕很好，亮度够；,2
"周围环境很好.购物吃饭也很便利。(但是无一线大品牌专卖店) 酒店服务不错,但是在入住时发生一个小插曲：说我没有预先付款,还好最终顺利解决了！此外,前台对我是通过携程预定,表现出“不知道如何形容”的表情,嘴里小声说到：啊,携程来的啊&*@#@*....(我略听得懂一些粤语) 不知其他携程会员入住该酒店时,是否发生类似情况?",2
"我居然连货都没收到,后来也不知道找什么人解决.就这样白白的给了钱,却什么都没收到,怎么办",1
"和在店里吃到的没法比,送到后又少又凉~,o(︶︿︶)o,唉,看来点外卖是个错误的选择！",0
优点：1 房间大，也很干净。 2 地点不错，去那里都很方便。 3 服务态度好。 缺点：还没有发现。,2
很给力！便宜又好吃,2
小巧轻便，竟然比我的X61还轻，做工一贯的好。屏幕比X61亮，分辨率也高。,2
除了地理位置靠近王府井，其他实在不敢恭维。入住时发现茶杯里有半杯水，通知服务员更换，惊愕的发现，服务员把杯子中的水倒在卫生间后用水洗洗就放回原处，问她杯子不消毒吗，竟然毫无反应的离去。,1
读过作者之前几乎所有的中长篇著作，如果没有记错的话，这部作品应该是作者第一次完完全全的以第一人称来撰写，从一开始就深深的陷入作者的迷局之中无法自拔，相比之前的作品，本作的文笔更为成熟老辣，故事架构布局更加巧妙新颖，由于前段时间蔡大师喜得贵子，从新作中不难找到他身为人父后的心情痕迹，对生活的新的心态及对人生的新感悟，相信这又将是作者的一部成功的超越自我之作，期待后续作品早日问世！,2
没送包鼠标，不过没什么关系，花个一百多买个好点的也行 vista正在适应中,1
网上订了一间198的迷你温馨双床房，打开四楼第一间房，突入其来一股扑鼻的烟味，房间够迷你但是不温馨，致电服务台要求换房，让我们去五楼等服务员回来开门，等了20分钟没人来开，只好自己去总台拿钥匙。第二间还好没有烟味，但是房间旧旧的，还不如一般的三星宾馆。住了一晚上，电视是要扭着头看的，因为实在太小了，正面放不了桌子。结帐时居然说我们用了他们的抗菌毛巾和剃须刀，毛巾袋被撕开但是正面看是完好的，幸好我们住的是两位女性，用剃须刀干吗？折腾了一个多小时，从服务员到大夫，解释了半天我们没有碰过，终于免单。浪费我们不少时间，不知道这家酒店平时怎么管理和交班的。除了总台态度还不错以外，我再也不会住这么糟糕的地方了。电话预定时告诉我离春熙路10分钟走路，其实有足足两站路，坐公交车10分钟还差不多。,1
外卖给力煎饼非常给力,2
"不错,略干",2
"因为很便宜,所以,难吃的要命了。。。",0
……不想多说，你懂的,0
"非常好喝,一直喜欢,布丁好吃",2
我去，这个大份的还真是大啊，快20cm见方了。,2
"优点：的确是标准的海景房，从窗户就能看到大海。交通比较方便，对面有大润发超市，晚上可以在滨海路上散步 缺点：太多了;1,设施太陈旧了，地毯到处都是黑污渍，房间有股怪味，虽然3星级不能要求太多，但也不能比那种经济型酒店还差吧；2，酒店客房和写字楼是连在一起的，客房走廊力有人走来走去，很没有安全感；3，服务水平很差，前台服务员可以吃着口香糖和我说话，服务非常不规范。4，希望两点退房，这几乎是所有酒店都能接收的，但被生硬的拒绝。 结论：打死不住第二会！",1
发现自己不是很喜欢，而且内容很少，虽然装帧很好，不过下次不会买了，不如看多啦A梦！,1
插上电源开机。发现电源按钮旁边有划痕，联系京东，被告知外观缺陷不能更换，客服甚至说可能人家就是那样设计的磨具。太明显的规则划痕，大概0.6cm左右长。 其他购买的记得在送货的见证下开箱检查外观。,1
不好吃，牛肉一股腥味，馅饼都没熟,0
快点就更好了~~~~,2
在这样的价位上：双核处理器，3470独显，250G硬盘。已经非常可以了。自己加了两条金士顿2G-800，无兼容问题。,2
还不错吧，配送小哥态度很好，速度略慢...肘子卷饼味道还是可以的，但是总觉得不像肘子更像红烧肉...,0
"送餐不准时,说是12点18送到结果我多等了半个小时还是大了两遍催单电话的结果打电话去投诉说给我回电话就没信了送的餐除了饭还有点余温剩下的都凉了皮皮的没法吃",0
服务很好。24小时供餐。我们晚上10点到酒店，专门为我们提供晚餐，很是感动，且价格也比较实惠。唯一感到不足的是，1号楼与2号楼的入住手续是分别办的，我们先开车找到酒店大堂，被告知这是2号楼，要到1号楼办手续。但携程订房时并未告知是几号楼。,2
毛血旺里火腿差，肥肠颜色偏重，毛肚牙碜，料还是很足的，味道还可以，其他都不错，米饭给的特多，好,0
谢谢百度骑士，速度很快,2
送来的东西袋子也不记上、都凉了、快递也不行啊,0
本来想买惠普的!也就3500左右!不过能便宜300!2955!太值啦~也是两年保修!屏够大~键盘也挺舒适~基本有的咚咚都有了~给老人家用刚好适合!,2
买了6台 其中一台键盘鼠标爆掉，新买的机器哦，第二天键盘鼠标坏掉，换货中，其他还没有发现什么大的问题，哦，还有比较热。,1
鸡丝凉面不好吃，鸡柳煎饼的鸡柳在哪呢？,0
酒店的服务不错，房间很干净。提出要上网后，就给换了个能上网的房间，上网费也没有收。 交通方便，门口就是大连火车站。原本以为会很吵，可以住在17楼，根本就听不到声音。 费用方面200多元，感到很值。,2
入住的是260元的迷你标准间。感觉比想象的要好很多，房间如果住一个人很合适的，洗手间很大，很干净。房间里床上用品质量很不错，整洁如新。房间窗户为玻璃幕墙，无法打开换气。 这是距离大连火车站最近的酒店。前台服务态度很好，很热情，业务熟练。就是退房的时候，查房比较慢，人多的时候，要多等几分钟。 总体感觉还是可以的，交通极为便利。,2
面送来味道就一般了,0
价贵，量少，味道一般，以后不会再来了！,0
房间太旧了， 服务一般， 倒是桑拿那里超级大 有如对外经营的一样。 地段还可以， 其它就没有感觉了。,2
这个很难吃,0
看着不错，饭量也还可以。,2
屏幕虽然出色，但是色系偏暖色调，可能有人会不习惯，USB的设计不太合理都在一面且是并列的，这个缺点sony从sr1以来一直没改，比较失望。光驱处空隙较大。,1
饭还可以，速度太慢了，5分钟的路程，足足等了1个多小时,0
底部用的时间长了会发热，但可以接受。键盘、手托部位发热量很小，比苹果的mbp好多了。屏幕效果很好，可惜不是1024*600的，有些遗憾。,1
"忘了备注不要皮蛋瘦肉粥,还是喜欢南瓜粥一些",2
这饭太给力，吃不完都,2
味道一般，土豆丝卷饼没有味道。,0
小笼包挺好吃的，甜香，拌面也还可以，整体不错~,2
怎么老少东西啊？鸡枞菌两份只给了一份，花生米也没给，还行不行了，就这样也叫做生意？,0
"非常的差,定的是豪华套房可是给我的感觉是刚刚做过真空处理,什么都没有真的很差服务方面就更不用说了我在",1
看了几页就没有看下去的欲望了，作者一直在吹牛。一会说某某某太太一直治不好什么病，经过他一看，用了几位药，或者按了几下，马上就好了。要么就是什么哪个医生一直治不好什么病，找他帮忙。而关于真正的东西，根本没有详细说明。烂书~,1
"第一次在当当买书,感觉很后悔,没有卓越的好,送货速度太慢了,到现在还没到,希望看到书后感觉能好点",1
喜欢宇宙卷饼，送餐也很快，很划算,2
本身对心理学比较感兴趣，然后又看到是畅销排行前列，所以一下买了上下两本看了以后有一种说不出的感觉，这心理师的人品很有些问题，为达到目的可以不择手段。。。很一般，虽然情节整的挺玄乎的，但并不觉得怎么精彩,1
写着45分钟，送来了都1个多小时，菜已经凉了,0
kfc送餐很及时，味道当然和其他kfc一样，但是百度的客服很不错,2
请卖家看备注啊…已经第二次给我做岔了。多等一个小时会饿死人。,0
呵呵。写的30分钟，送了1个多小时，泡菜汤好一般啊,0
"两个小时才送到,非常差,不会再定了",0
太咸了，辣椒里面不知道有什么东西，吃了好几次都像石子的东西。,0
很好吃。也很速度。服务态度也很好,2
订单没有的菜单上就不要显示了！订单失败也不解释就取消让人有点失望！,0
日本一直是道教研究的重镇，取得了十分令人羡慕的成果。《真诰》校注就是其中之一。《真诰》是南朝梁时陶弘景整理的重要著作，记录了早期上清派的历史，对于我们认识早期道教的产生发展极为有用。但是，其用词简古，不易通览；用典繁多，难以深究，历来就是一本十分难读的书。日本人不惮劳苦，用尽十年功力，做出完整之校注。不仅对其文字进行了考订，而且对其用典、术语进行了校释，方便了我们阅读利用此书。,2
送餐很快，满意！,2
很好喝！天天都喝～～,2
猪蹄没熟透，饼酸了,0
潜力股，你懂的,2
要了三个汤，三个都洒了，而且说半小时送到，实际花了快一个小时,0
不知道这套书为什么那么热销，但是我对他的感觉不好。比如我看到书里面提到卡梅拉在海里尿尿（如果我没记错的话），所以我买了三套退了两套，另外一套因为已经送出去了。唉！我想孩子的教育还是选择品格教育的比较好吧，比如我和最好的爸爸啊，这种书看了能培养孩子与父亲之间的感情。虽然这套书的质量、印刷都不错，但是这些内容似乎不能帮助孩子品格塑造啊。如果我說的不对，希望能跟我私下交流. sarah.liuhui@qq.com,1
"没什么特别的内容,跟其它同类书一样,而且都是些常识类的,我半个小时就看完了,可见期内容很空洞",1
房间虽小五脏具全，我们住的是海景房，需要另加400块，不住海景房在那儿住就没意义了。早上在中餐厅的早茶比较惬意可口。周边逛街比较方便。,2
为什么不给勺子，难道汤都用筷子吗？,0
吃坏肚子了，酱肉卷饼。拉了夜里肚子被疼醒，有严重的呕吐敢，这种半成品再加热的食物，天气热真是好危险，不敢再点了,0
很难吃，饭肯定不是从石锅做好倒出来的，湿乎乎的，应该是直接把蒸米饭和菜给拌了，菜也不新鲜，和在店里吃差别太大了，以后不会再订了，外卖太差了,0
外观不错，适合女孩子。昨天下午下的订单，今天上午就通知提货了。,2
订餐后经催促一个多小时才送到，菜和饭都是凉的，吃的很不舒服,0
"： 外观漂亮,各功能指示灯也很好看,价格较中关村划算一些。给女孩子用较适合,看电影、听音乐音效还可以",1
打开之后发现皮蛋瘦肉粥的餐盒都破了……洒了一纸袋……就吃了卷饼！！！,0
不能更慢了,0
买过这么多外卖第一次让我去楼下取的！还显得特别理所应当！一颗星给你都多！！！,0
"饭店较新,服务不错,旁边有小便利店,就是房价偏贵..",2
还可以，就是米饭偏硬了点,2
无点完美LED屏、接口丰富（1394、HDMI、eSATA、红外、蓝牙……）、性能强劲（3DMark 06跑了7000多分，快赶上我的台式机了）、发热量小（跑完3DMark 06机子表面大部分地方都几乎不感觉到热）,2
服了，我要的微微辣，打开一看黑乎乎的一盆，我以为是拿黑酱炒的呢。另外，西兰花炒的已经面目全非，软塌塌的根本没有蔬菜的味道了，午餐肉也煎的焦黑，这是什么水准！！,0
我买的怎么是旧书啊？上面胡写乱划了一堆，而且光盘也不对，我买的是商务英语，光盘是生活英语的。当当网卖的什么破B玩意！工作人员都是吃S长大的？,1
买的第2个epc了，第一个是第一代701，如果想买笔记本请不要购买epc，如果是移动办公、经常出差，epc是最好的选择，华硕的品质，是其他国产贴牌上网本无法比的，物美价廉。,2
不错啊好吃,2
优惠很大，味道不错。,2
"差评！差评！差评！,完全不按照送餐预约时间送，自己什么时候方便就什么时候来。要是这样送餐还定送餐时间有什么意义吗？,太差了！",0
"真的很难吃,这个什么骨汤乌冬面…",0
饺子皮太厚饺子包的有点像包子,0
原装正品 价格低廉 订单下达很快 配送及时 青岛上门自提 让人比较放心,2
1个多小时才给我送来，差点饿死。而且东坡饭和店里吃的感觉差太多了。,0
这个卷饼的套餐配的很好，没有粥来冲淡一下的话，就又甜又咸又腻,2
如果不是因为他是4星不会入住，但入住后才知道上当了，房间很旧，只有高级房才能提供上网，早餐品种很少，服务员服务质量很差。,1
咸菜丝有些糟糕呀，哎。吃饱没问题，吃好有些难度,0
说了跟没说一样！不要奶油不要奶油！,0
粥还可以，凉菜一般。,0
"书不怎样,价格又贵,有上当的感觉,特别是纸张太差了,我朋友都怀疑是盗版的.下次网购之前到书城先看看.",1
如家，一贯的风格，房间也是这样，怎么说，如家的价格还是比较实在，在上海住店，能干净、价格优惠就行了。。。,2
居然忘记送饮料，重新送来等了40分钟。,0
1：USB，网口，电源口全在左边，不习惯。 2：电源适配器噪声太大，烫手 3：没送鼠标,1
"我也是看了点评才选择的,去后和楼上的老兄看法一样,真不知那些说酒店好的人是受人之托还是酒店的托儿.首先任何湖景房间都只可看到一点点湖景(如果那叫湖景的话),第二,房间也就三星稍好的样子,不大,第三,交通非常的不方便.最最奇怪的是我在携程订的湖景标房,来到酒店被告知标房是大床房,我又不是同志,干嘛要大床,何况如我需要的话会和携程提出的.因为我要去开会,所以他们说先给我大床房等有二张床的房间再换.我想想生气,就和携程提出我不住了,谁知酒店说我进了房间,要付一天的房租,哎:你们抢钱啊?我进去不到十分钟,还停电了五分钟哎.更何况全是你们的问题!另外酒店大堂超土,建议住马可波罗或尊爵湖畔酒店公寓(在百度可搜到) 补充点评 2007年9月24日 ： ~{N@Iz<dC;SP4rI(8I>;~},~{SPM77""~},~{:\6qPD~}.~{2;R*H%~}!~{IO51~}",1
吃的不错，但是下单时候我的送餐地址是正确的，结果打印的地址就是错误的，害得送餐员跑了两个地方，我们等了一个半小时多，要的油炸食品已经软了，超级难吃！,0
2006年6月2日时曾住过这家酒店，晶丽的服务仍然很不错，结帐时给客人的信任非常难得，不象绝大多数酒店那样问了是否使用过收费物品后仍要派人检查。 我看了之前的点评中对门童大叔的描述，特例留意了一下，果然名不虚传。晶丽值得一住。,2
外卖员把汤全洒了，菜还是凉的！绝对差评,0
不错，常定，味道还可以吧,2
真的不好吃，不过按照我的要求做了，谢谢,0
"店里送错了餐,给店里打电话,话还没有说完,对方就挂断了,特别没有礼貌,实在是差",0
很漂亮的本本，很实用，运行速度也很快:) 颜色也非常好看，超级喜欢,2
送餐师傅超级快，态度也特别好，餐也很好吃,2
完美屏，第一次买NOTEBOOK，手神还不错嘛 DDR3的条子，蓝牙，WIFI，你想得到的它帮你配齐,2
今年的5.1、10.1长假分别定了西安与重庆的如家，非常失望，如家简直无诚信可言。这里把我的遭遇简单描述，希望能给各位出行的朋友提供借鉴。 5.1西安的如家严重超定，我们一行11人险些露宿街头，与酒店交涉了2个小时，原定的4间房，只拿到3间。同时到达酒店的不少客人，因无房可住，只得带着行李走人。 9月14日通过携程携程定了10.5日如家的上清寺店，吸取了5.1教训，于10.5日下午用信用卡做了付款担保，到达酒店，办理了信用卡预受权，莫名的签了好几份入住单（在酒店坚决要签的情况下），拿到房卡时才发现，原定的2套商务大床房被换成了标房和大床房，酒店除了说“抱歉、房已满”再也没有任何解释。 对房间的大小、设施没有过高的要求，毕竟是经济型酒店，最让人受不了的是，其中的一间房臭气熏天，请服务员弄了3次，仍旧臭。无语......,1
送来的汉堡都冷透了，纸袋子都潮坏了，纸包装糊在汉堡上。恶心到了！配送员年纪很大了，打电话送货一直在道歉，也理解啦，但是如果不能快速送货，可能不会再用这个软件了。,0
送来的太早，都不知道备注送达时间有什么意义！,0
此宫保鸡丁就是辣酱炒鸡肉，除了咸很咸的味吃不出别的。,0
送餐员态度很好！辛苦啦！奶茶味道棒，谁让我是个奶茶控几乎天天喝…,2
好吃，点了好几次了,2
太慢。也没个电话。催单四次,0
有点咸。送餐速度慢。,0
打车到客运站需要12元（加1元燃油费），要的是经济间，所以勉强一些算满意吧，主要是价位摆在那里的，如果有机会还会取得。主要是靠近山东省内最大的游乐园 富华游乐园比较好，玩得方便。,2
说起来，波特死而复活的那段很象圣斗士们，一被打倒，就迷迷糊糊地想起了女神，或是什么美好的回忆，然后一句“燃烧吧，小宇宙”，就神勇无比地跳起来打败BOSS级老怪了。^-^,2
饭菜送到凉了！不满意！,0
圆明园最初的样子还有人记得 还有人去寻找吗 我并不热爱已成万园之园的她 也不赞叹于万顷千亩的她 只是恋上了还是亲王别院的她喜欢胤禛 这样的喜欢了圆明园算不算是爱屋及乌呢书不错 图片清晰 文字明了可信 还看到了几处庭院的汤样不知道当年赫赫的雷氏家族现在已流落在时间的哪个角落 和他们的图纸、汤样散落了多远突然想到 是否他们也像是一个无助的孩子在委屈的寻找被打散的玩具 倔强的抱在怀里呢,2
cup强大，做工不错，thinkpad R系列的技术真是不错！集成显卡，跑了一下3dmark06，得了792分，看高清没问题，魔兽世界也没问题，极品飞车还没试呢，据说800*600下效果全开会很流畅！,2
外观还可以，其实不如黑性价比高，给女孩用的喜欢这个颜色，没办法，速度还可以。独显也就应付一般游戏。高清视频完全没问题。就是太重了。跟14寸的一样了。,2
太差劲了，送来时纸袋底儿漏了，粥都扣了，一个饼外包装开了也是掉过地上的。我们说剩下这么点我们两个人怎么够吃，送餐员态度无语了，说：你再点呗我有什么办法！,0
"比想象中的差远了,没什么可感动的.语言平淡,人物苍白.总之怎么也无法理解那些说这本书感天动地的人.",1
我也是5499时买的，本来想买NN901PA但没货，看这款降价就买了。 硬盘通电6小时，完美屏。运气好啊~~~~~,2
个人认为最体现亲王的如伦敦地下水道系统般错综复杂的思维以及天马行空的想象和变换莫测的文字的书！而且是接力出版社的哦~包装很用心的说&#183;！去年就买了一本，结果在意料之外的时候送了同学；当然那本已经经过了我班同学的广泛传阅。。。今年又买了一本，接着在我新的班传阅。。。。琢磨着买一打回来，囤着一半，借一半的一半，送一半的一半的一半。。。。。。。。。。。,2
地理位置实在太差，就是在城乡结合部。服务意识也没有。出门叫车是完全不可能的。早饭吃了煎鸡蛋后，1个小时后就和同伴一起在轮流找厕所，拉了1天才好。。。。 补充点评 2008年5月4日 ： 楼下的估计好多都是马甲，居然还有人说这家酒店好的。,1
"听说是柳州最好的饭店了,原来是市政府的招待所.靠近一条河,景观不错. 出行交通也还可以. 房间没有留下什么特别深的印象,但是觉得底楼中餐厅的服务员态度特别好, 勤快,亲切,吃顿饭送了好几次热毛巾.",2
订的卷饼送的拌饭，味道还好,0
太慢！！鱼香肉丝没见几根肉丝,0
要的煎饼套餐送的油条套餐,0
11点半定的餐，13点10分才送到，打电话催单，答复是配送员不熟悉道儿，吃的整个是冷餐，不知道留电话是干什么用的，配送员还把收的钱放在我的餐袋里，与餐巾纸放在一起，可见卫生意识太差了。,0
光驱不大好，给人想散架的的感觉。哈哈，总体上还可以。装系统有点绕手，害的我装了一个小时。,1
最爱青城家的饭菜～如今终于可以外卖啦～带娃来不及做饭时首选青城～主要是吃的放心，很干净，菜的味道有家的感觉，老板人特别好，这也是老店如此火的原因，希望能出些新的菜品哈哈！,2
今天送餐小哥说第一次上班，本来挺生气的，后来也慢慢消去了，人家也一直赔礼道歉的，也就无所谓了，下午收到公司短信，说由于餐未按时送到，退我50%订单款作为补偿，心头顿时感觉暖暖哒，现如今只有这样的服务才能吸引人哈，但是想到那个第一天上班的送餐小哥，也挺不容易哒！,0
我要的是冰咖啡，给我送来热的,0
价格在长春属于高价，但房间环境和服务完全不够。房间里柜门油漆剥落。下午6点半找不到西餐厅，服务人员告诉我可能下班了，下班？六点半？前台小姐把等着check-in的客人晾着，自己接电话，还一脸的冷漠看着客人。找有的服务人员问路，被很牛的告知：“这不该我管”。完全不具备一个所谓对外宾馆的起码形象。给我的感觉就是“你们烦死了，没有你们这些要来住店的人，我们该有多清闲呀！” 宾馆反馈 2007年10月19日 ： 尊敬的宾客您好： 首先对您在入住期间遇到的不快表示最诚挚的歉意，同时也非常感谢您能够提出我们服务接待中的不足，也是对我们接待工作的最大支持，我们将全力改进，并加强员工的培训来提高服务质量，以最优质的服务来迎接到馆的每一位宾客。为通过此事进一步教育员工，提高服务意识和服务质量，有针对性的开展部门岗位培训，我们真诚地希望，如您方便，请您告知我们您当时入住时的详细情况，如入住时间、谁接待等（如不知道具体接待人员姓名，可描述一下在什么位置，如总台入住登记处还是收银处、穿什么颜色制服等），我们将不胜感激。并希望您能一如既往的支持和关注我们，我们全体员工欢迎您的再次光临！,1
不错，第二次吃了,2
"帮同事订的酒店,他老兄刚从东莞回来,详细地问了一下他对粤海酒店的印象,说是硬件和软件:极好!所以表扬一下",2
"不管你是企业领导者,还是行业分析家,还是战略制定者,波特的竞争三部曲都可以说是必读之经典,可以让人对于分析行业结构,有着全新的方法,从来可以制定适合自己的战略,如果你打算自己做生意或正在做生意,这本书会让你的思路大开,对于你从事的行业,会有全新认识,你会发现有新的角度来认识自己!管理,营销,分析企业,战略制定,招商择业,必读竞争战略的基础是,?五力模型?分析,所有的战略都是围绕五力模型展开!",2
这价钱买到这种配置的笔记本，没什么可挑的了，送的东西又多，机器也好，配置合理。此外，摄像头很清晰～,2
慢了半小时,0
番茄贡丸豆花米线以后请叫番茄贡丸米线，好吧？！想给零分差评！！！,0
点了个鸡柳蔬菜煎饼套餐，包括一个煎饼，一碗豆腐脑，一杯豆浆,2
"我很少评论外卖,但是这个我真的要说一说,!,十点多订的我外卖,卖家一分钟就接单了,然后过了一个半小时还多我才收到外卖!!收到的时候粥已经是凉的,锡纸包着饼,锡纸是热的,我还想还好还能吃,可是打开后饼已经凉了,油也凝固了,饼也因为凉了变硬！！！106分钟才送达,送来的还是凉的,卖家要是你你能满意吗！！！",0
"第一,我说定的是晚上六点半,结果4点多就给我送过来了还忘记给我送粥,第二,我给打电话,服务态度还是不错,但是说多送我一份蔬菜卷结果也没有送就把粥六点多送过来了",0
菜煮烂了，鸡肉很多都是骨头,0
"可能是被我遇到了极个别案例， 新机器，开机白屏，无任何显示，更加没有出现华硕logo,提货当天已送回，要求退货，事件正在处理中。",1
两个半小时才送到我也是醉了，等那么就好吃的话也值了，关键味道不咋地，全是肥肉，看着就反胃，不会再来了,0
酒店空调有问题!蚊子太多!简直无法入睡!!!服务员的态度还不错的!,1
买的汉堡买错了！,0
看了她的《论语》，在看《庄子》的，觉得前者好。这一本给人的感觉是准备很仓促。,1
掌托部位温度比较高，不过测试温度还好，反正不影响速度就OK 其他还好，还有就是说带无线网卡插槽的，找了半天没找出来，京东信息要搞对了,1
满塑料袋的油，饮料上都是。,0
刚开始在网站看到介绍时，虽然看到它有各种美誉，但觉得图画挺乱乎的，并不感兴趣。后来有朋友买了说好，那咱还是买一套吧。到了4岁儿子手上，他乐得不得了，出门吃早点还非要带上让我讲给他听，说这是他最喜欢的书，害我一口气讲了42页强烈要求休息才罢。我边讲还边惹来许多小朋友围观，这更让他得意了。看来不能以自己的喜好来决定买不买，大获好评的书还是值得买的。,2
服务没问题，但是不好吃…,0
价格给力！,2
VISTA系统可以凑合用着，office2007没激活的，换了2003的，键盘比较生硬！最大的诟病就是内置的摄像头了~简直就是垃圾！而且整机较别的品牌的要大一圈，便携性稍差！,1
我真的没有延时评价,0
12月在金泉订了个豪华商务小套房，房间内部环境不错，酒店位于市中心边缘，周边交通还算方便，打车到昆明有名的金马碧鸡刚好起步价。 缺点是碰上昆明柴油紧张，没有空调，晚上较冷，还好向酒店要了个空调扇，可以吹热风，否则晚上睡觉一定会感到冷。,2
